Date,US_QQQ_Close,KR_KODEX_Close,CN_FXI_Close
2020-03-06,200.47286987304688,24440.294921875,35.115108489990234
2020-03-09,186.5471649169922,23410.255859375,33.70212936401367
2020-03-10,196.7047576904297,23541.751953125,35.0366096496582
2020-03-11,188.13726806640625,22840.44921875,33.84168243408203
2020-03-12,170.88670349121094,22073.404296875,31.225059509277344
2020-03-13,185.36175537109375,21503.599609375,32.96947479248047
2020-03-16,163.15762329101562,20723.408203125,29.576583862304688
2020-03-17,175.53182983398438,20258.794921875,31.408220291137695
2020-03-18,170.19281005859375,19145.478515625,29.62891960144043
2020-03-19,171.21435546875,17742.880859375,29.655080795288086
2020-03-20,164.50686645507812,19106.03515625,30.056297302246094
2020-03-23,164.6256561279297,17983.94921875,30.038848876953125
2020-03-24,177.3738555908203,19653.927734375,32.07110595703125
2020-03-25,176.06040954589844,20780.37890625,32.559539794921875
2020-03-26,185.3318328857422,20377.138671875,33.44919204711914
2020-03-27,178.95773315429688,20868.046875,31.486717224121094
2020-03-30,185.46701049804688,20745.31640625,32.6205940246582
2020-03-31,183.88314819335938,21113.50390625,32.742698669433594
2020-04-01,176.070068359375,20122.9140625,31.408220291137695
2020-04-02,179.64341735839844,20740.935546875,32.61186981201172
2020-04-03,177.09381103515625,20688.33984375,32.17576599121094
2020-04-06,189.75509643554688,21512.36328125,33.32707977294922
2020-04-07,189.6777801513672,21849.86328125,33.222415924072266
2020-04-08,193.705078125,21529.900390625,33.24857711791992
2020-04-09,193.98516845703125,21871.779296875,33.0305290222168
2020-04-10,193.98516845703125,22055.875,33.0305290222168
2020-04-13,196.08090209960938,21678.919921875,33.05669403076172
2020-04-14,204.608642578125,22055.875,33.58001708984375
2020-04-15,202.26182556152344,22055.875,32.80375289916992
2020-04-16,205.95111083984375,22055.875,32.93458557128906
2020-04-17,207.9212188720703,22726.48828125,33.50152587890625
2020-04-20,205.4585723876953,22454.734375,33.222415924072266
2020-04-21,197.87721252441406,22204.8984375,32.332763671875
2020-04-22,203.74911499023438,22397.755859375,33.11775588989258
2020-04-23,203.31446838378906,22616.908203125,32.97820281982422
2020-04-24,206.52090454101562,22279.416015625,33.30963897705078
2020-04-27,208.1820068359375,22722.107421875,33.981239318847656
2020-04-28,204.26100158691406,22860.25390625,34.016117095947266
2020-04-29,211.50430297851562,23011.763671875,34.565616607666016
2020-04-30,211.4173583984375,23011.763671875,33.658512115478516
2020-05-01,205.4585723876953,23011.763671875,32.5072021484375
2020-05-04,207.85365295410156,22312.134765625,32.81247329711914
2020-05-05,210.2101593017578,22312.134765625,33.14391326904297
2020-05-06,211.50430297851562,22726.564453125,33.231143951416016
2020-05-07,214.22781372070312,22673.08984375,33.318363189697266
2020-05-08,217.16371154785156,22869.158203125,34.077178955078125
2020-05-11,219.10488891601562,22704.279296875,33.92018127441406
2020-05-12,214.51748657226562,22543.86328125,33.623626708984375
2020-05-13,211.83265686035156,22802.3203125,33.72829055786133
2020-05-14,214.23741149902344,22561.681640625,33.5887451171875
2020-05-15,215.62814331054688,22615.16015625,33.10030746459961
2020-05-18,219.6457061767578,22762.208984375,34.41733932495117
2020-05-19,219.09524536132812,23350.427734375,34.05973434448242
2020-05-20,223.47023010253906,23403.90625,34.55689239501953
2020-05-21,221.0364532470703,23506.39453125,33.61491012573242
2020-05-22,221.79942321777344,23109.794921875,32.70780944824219
2020-05-25,221.79942321777344,23399.443359375,32.70780944824219
2020-05-26,221.2006378173828,23822.787109375,33.440467834472656
2020-05-27,222.4078826904297,23836.15234375,33.25730514526367
2020-05-28,222.1181640625,23907.44921875,33.361961364746094
2020-05-29,225.372802734375,23862.888671875,34.05973434448242
2020-06-01,226.04881286621094,24335.24609375,34.68772888183594
2020-06-02,227.56504821777344,24589.25,35.3069953918457
2020-06-03,228.5887908935547,25489.40234375,35.9088134765625
2020-06-04,226.98561096191406,25520.591796875,35.385498046875
2020-06-05,231.48609924316406,25948.390625,36.179203033447266
2020-06-08,233.28245544433594,25912.736328125,35.996036529541016
2020-06-09,234.97256469726562,25926.103515625,35.821598052978516
2020-06-10,237.79261779785156,26006.3203125,36.24897766113281
2020-06-11,226.0101776123047,25578.521484375,34.748783111572266
2020-06-12,227.80654907226562,25057.1484375,35.18488311767578
2020-06-15,230.5782470703125,23796.05078125,34.870914459228516
2020-06-16,234.53794860839844,25257.68359375,35.143550872802734
2020-06-17,235.28158569335938,25186.376953125,35.28425979614258
2020-06-18,235.91905212402344,25115.080078125,35.407386779785156
2020-06-19,235.88040161132812,25115.080078125,35.46015548706055
2020-06-22,238.70921325683594,25025.9609375,35.7239990234375
2020-06-23,240.74085998535156,25092.798828125,35.961456298828125
2020-06-24,235.77783203125,25502.76953125,35.592079162597656
2020-06-25,238.0223388671875,24861.076171875,35.680023193359375
2020-06-26,232.4014434814453,25208.65625,35.345821380615234
2020-06-29,234.93612670898438,24803.1484375,35.22270202636719
2020-06-30,239.54124450683594,25017.04296875,34.91489028930664
2020-07-01,242.33714294433594,25030.4140625,35.31943893432617
2020-07-02,243.98184204101562,25346.802734375,36.46274948120117
2020-07-06,249.9800262451172,25948.390625,39.9278564453125
2020-07-07,248.2579803466797,25636.453125,38.79334259033203
2020-07-08,251.52793884277344,25560.701171875,40.04218292236328
2020-07-09,253.6466522216797,25681.017578125,39.76955795288086
2020-07-10,255.3783721923828,25431.470703125,39.1803092956543
2020-07-13,250.12513732910156,25917.193359375,38.731788635253906
2020-07-14,251.8955841064453,25877.087890625,38.432762145996094
2020-07-15,252.4083251953125,26135.544921875,38.230491638183594
2020-07-16,250.68624877929688,25850.3515625,37.35980987548828
2020-07-17,250.9765167236328,26046.419921875,37.43016815185547
2020-07-20,258.0968933105469,25984.033203125,37.91387939453125
2020-07-21,255.40745544433594,26362.81640625,38.10735321044922
2020-07-22,256.30718994140625,26264.76953125,37.570884704589844
2020-07-23,249.61241149902344,26108.8125,37.28944778442383
2020-07-24,247.2421417236328,25966.212890625,36.981632232666016
2020-07-27,251.65371704101562,26215.75390625,36.90248489379883
2020-07-28,248.4514617919922,26763.869140625,36.577083587646484
2020-07-29,251.31509399414062,26902.013671875,37.13114929199219
2020-07-30,252.63087463378906,26937.7265625,36.74417495727539
2020-07-31,257.13916015625,26723.43359375,36.38359832763672
2020-08-03,260.6123046875,26723.43359375,36.823326110839844
2020-08-04,261.5798034667969,27044.875,37.658836364746094
2020-08-05,262.2279968261719,27339.517578125,37.658836364746094
2020-08-06,265.701171875,27772.5546875,37.68520736694336
2020-08-07,262.6342468261719,27888.625,36.94645690917969
2020-08-10,261.51202392578125,28303.810546875,37.210304260253906
2020-08-11,256.5586853027344,28660.955078125,37.17511749267578
2020-08-12,263.01165771484375,28817.208984375,37.72039031982422
2020-08-13,263.6114807128906,28803.810546875,37.65003204345703
2020-08-14,263.3018798828125,28500.240234375,37.85230255126953
2020-08-17,266.3589782714844,28500.240234375,38.55588912963867
2020-08-18,268.9226989746094,27910.947265625,38.70539855957031
2020-08-19,267.11358642578125,28009.1640625,38.30083465576172
2020-08-20,270.8189392089844,26928.8046875,38.47673416137695
2020-08-21,272.6957702636719,27335.056640625,38.81972122192383
2020-08-24,274.39849853515625,27638.630859375,39.24187469482422
2020-08-25,276.55596923828125,28000.236328125,39.400177001953125
2020-08-26,282.4574279785156,28004.6953125,39.329811096191406
2020-08-27,281.5769958496094,27754.6953125,39.25066375732422
2020-08-28,283.00885009765625,27902.021484375,39.56727600097656
2020-08-31,285.2823791503906,27451.126953125,38.66142272949219
2020-09-01,290.1583557128906,27665.4140625,39.162715911865234
2020-09-02,292.90594482421875,27808.26953125,39.00440979003906
2020-09-03,278.0555114746094,28227.919921875,38.20409393310547
2020-09-04,274.3501281738281,27835.0546875,38.34480667114258
2020-09-07,274.3501281738281,27960.056640625,38.34480667114258
2020-09-08,261.1637878417969,28317.203125,37.55329132080078
2020-09-09,268.835693359375,27968.984375,37.80833435058594
2020-09-10,263.47607421875,28236.84375,37.06078338623047
2020-09-11,261.64752197265625,28218.990234375,37.4213752746582
2020-09-14,266.20416259765625,28598.45703125,37.676414489746094
2020-09-15,269.97723388671875,28821.671875,38.010616302490234
2020-09-16,265.6720275878906,28741.314453125,37.89628601074219
2020-09-17,261.5217590332031,28317.203125,37.57967758178711
2020-09-18,258.1839904785156,28410.953125,37.658836364746094
2020-09-21,258.80328369140625,28169.87890625,37.307044982910156
2020-09-22,263.6114807128906,27513.626953125,37.016815185546875
2020-09-23,255.5621795654297,27616.30859375,36.61226272583008
2020-09-24,256.7523193359375,26977.908203125,36.15493392944336
2020-09-25,262.7214050292969,27098.4375,35.79435348510742
2020-09-28,268.1778564453125,27495.765625,36.34842300415039
2020-09-29,266.9684753417969,27754.6953125,36.20770263671875
2020-09-30,268.7970275878906,27754.6953125,36.93766403198242
2020-10-01,273.0634765625,27754.6953125,37.386192321777344
2020-10-02,265.3819274902344,27754.6953125,36.96404266357422
2020-10-05,271.0414733886719,28058.275390625,37.104759216308594
2020-10-06,266.20416259765625,28120.771484375,37.351016998291016
2020-10-07,270.8093566894531,28393.095703125,37.74677276611328
2020-10-08,272.250732421875,28402.0234375,37.93145751953125
2020-10-09,276.41082763671875,28402.0234375,38.028202056884766
2020-10-12,284.9437561035156,28518.095703125,39.04838943481445
2020-10-13,284.93408203125,28540.421875,38.99562072753906
2020-10-14,282.5540771484375,28259.16796875,38.503116607666016
2020-10-15,280.657958984375,28049.34765625,38.212890625
2020-10-16,279.1197204589844,27884.1640625,38.79334259033203
2020-10-19,274.56298828125,27946.6640625,38.775753021240234
2020-10-20,275.15313720703125,28143.099609375,38.942848205566406
2020-10-21,274.9403076171875,28232.380859375,39.294639587402344
2020-10-22,274.9306640625,28040.41796875,39.593658447265625
2020-10-23,275.47235107421875,28143.099609375,39.69040298461914
2020-10-26,271.34136962890625,28089.5234375,39.31222915649414
2020-10-27,273.460205078125,27848.453125,39.39138412475586
2020-10-28,262.798828125,27995.767578125,38.59986114501953
2020-10-29,267.3941650390625,27705.12890625,39.1803092956543
2020-10-30,260.6123046875,26953.923828125,38.784549713134766
2020-11-02,261.19281005859375,27365.296875,39.558475494384766
2020-11-03,265.71075439453125,27910.814453125,39.646427154541016
2020-11-04,277.57177734375,28085.203125,41.29981994628906
2020-11-05,284.8083801269531,28702.259765625,41.950626373291016
2020-11-06,285.02117919921875,28773.802734375,41.97701644897461
2020-11-09,279.1971435546875,29135.9921875,42.416748046875
2020-11-10,274.1953430175781,29131.521484375,41.4405403137207
2020-11-11,280.3290710449219,29601.01953125,41.8626823425293
2020-11-12,279.0133361816406,29457.935546875,41.42295455932617
2020-11-13,281.4609680175781,29766.46875,41.748355865478516
2020-11-16,283.6571044921875,30401.4140625,41.93304443359375
2020-11-17,282.7573547363281,30392.47265625,41.651611328125
2020-11-18,280.6675720214844,30361.171875,41.46692657470703
2020-11-19,282.86370849609375,30401.4140625,41.4405403137207
2020-11-20,280.9288330078125,30432.712890625,41.72196960449219
2020-11-23,280.9385070800781,31130.2578125,41.554866790771484
2020-11-24,284.8857727050781,31300.1796875,41.78353500366211
2020-11-25,286.6368103027344,31116.84765625,41.53728485107422
2020-11-26,286.6368103027344,31425.376953125,41.53728485107422
2020-11-27,289.27789306640625,31496.9140625,42.75973892211914
2020-11-30,289.8680725097656,31018.470703125,41.334999084472656
2020-12-01,293.5830993652344,31510.33984375,41.757144927978516
2020-12-02,293.9604187011719,32060.326171875,41.46692657470703
2020-12-03,294.37646484375,32288.373046875,41.44933319091797
2020-12-04,295.57611083984375,32865.1796875,41.50209426879883
2020-12-07,297.249755859375,33044.05078125,41.09755325317383
2020-12-08,298.2559509277344,32516.40625,40.96562957763672
2020-12-09,291.5031433105469,33267.62109375,40.455535888671875
2020-12-10,292.6736755371094,33003.796875,40.95684051513672
2020-12-11,292.0255432128906,33289.97265625,40.587459564208984
2020-12-14,294.1443176269531,33160.3046875,40.54639434814453
2020-12-15,297.2884521484375,33160.3046875,40.60887908935547
2020-12-16,298.9234924316406,33298.91015625,40.65351867675781
2020-12-17,300.8777770996094,33267.62109375,40.91239929199219
2020-12-18,299.96832275390625,33222.89453125,40.840980529785156
2020-12-21,299.4071044921875,33263.14453125,40.51069259643555
2020-12-22,300.22125244140625,32722.1015625,40.37678146362305
2020-12-23,298.7092590332031,33187.12890625,40.715999603271484
2020-12-24,300.0274353027344,33848.90234375,40.03755187988281
2020-12-28,303.0513000488281,34018.828125,40.10004425048828
2020-12-29,303.32269287109375,34595.64453125,40.61780548095703
2020-12-30,303.3324279785156,35324.4765625,41.28733444213867
2020-12-31,304.07867431640625,35324.4765625,41.44801712036133
2021-01-04,299.7851257324219,36254.55078125,41.33197021484375
2021-01-05,302.25653076171875,36800.0625,42.45677185058594
2021-01-06,298.0696105957031,36442.34765625,41.96577835083008
2021-01-07,305.280517578125,37291.92578125,42.2603759765625
2021-01-08,309.205810546875,38941.890625,43.13521957397461
2021-01-11,304.73779296875,39040.26171875,42.554962158203125
2021-01-12,304.2530822753906,38736.203125,43.108436584472656
2021-01-13,306.3078918457031,38955.3046875,43.233421325683594
2021-01-14,304.6699523925781,38906.12109375,43.4298095703125
2021-01-15,302.25653076171875,38052.0625,43.40303039550781
2021-01-18,302.25653076171875,37166.72265625,43.40303039550781
2021-01-19,306.6664733886719,38145.96875,45.268768310546875
2021-01-20,313.79974365234375,38365.0703125,46.661376953125
2021-01-21,316.3100891113281,38928.48828125,46.39356994628906
2021-01-22,315.3990173339844,38655.71875,46.161476135253906
2021-01-25,318.00616455078125,39581.30078125,47.223785400390625
2021-01-26,318.471435546875,38503.6953125,46.73279571533203
2021-01-27,309.593505859375,38374.015625,45.018821716308594
2021-01-28,311.42523193359375,37666.70703125,45.10808563232422
2021-01-29,304.87347412109375,36820.61328125,44.06362533569336
2021-02-01,312.491455078125,37738.32421875,45.268768310546875
2021-02-02,317.5894470214844,38297.90234375,45.9115104675293
2021-02-03,316.3294982910156,38615.765625,46.01863479614258
2021-02-04,320.070556640625,37971.11328125,45.795467376708984
2021-02-05,321.1560363769531,38454.59375,46.14361572265625
2021-02-08,323.3076477050781,38078.55859375,45.99185562133789
2021-02-09,323.23992919921875,37948.73046875,46.598899841308594
2021-02-10,322.5032958984375,38212.85546875,47.05417251586914
2021-02-11,324.27691650390625,38212.85546875,47.87545394897461
2021-02-12,326.0893249511719,38212.85546875,47.83081817626953
2021-02-15,326.0893249511719,38772.43359375,47.83081817626953
2021-02-16,325.2074279785156,38942.5546875,47.85759735107422
2021-02-17,323.6470031738281,38521.74609375,48.62531661987305
2021-02-18,322.2319030761719,37971.11328125,47.58086013793945
2021-02-19,320.8265380859375,38302.390625,47.85759735107422
2021-02-22,312.5107727050781,37899.48828125,46.098976135253906
2021-02-23,311.5804138183594,37859.19921875,46.25074005126953
2021-02-24,314.14874267578125,37053.40234375,45.250919342041016
2021-02-25,303.19671630859375,38400.87109375,44.56353759765625
2021-02-26,304.4664001464844,37339.91015625,43.80473709106445
2021-03-01,313.6253662109375,37339.91015625,44.96524429321289
2021-03-02,308.5952453613281,37756.2265625,44.099334716796875
2021-03-03,299.63970947265625,38177.04296875,44.43856430053711
2021-03-04,294.73553466796875,37689.0859375,43.1619987487793
2021-03-05,299.1744689941406,37487.640625,43.608341217041016
2021-03-08,290.70361328125,37133.97265625,42.072906494140625
2021-03-09,302.1694030761719,36901.19140625,42.983463287353516
2021-03-10,301.30682373046875,36690.78515625,42.64424133300781
2021-03-11,308.24627685546875,37438.3984375,44.1796875
2021-03-12,305.7456970214844,37769.66796875,42.93882751464844
2021-03-15,309.011962890625,37586.12890625,42.858482360839844
2021-03-16,310.7080078125,37899.48828125,43.242340087890625
2021-03-17,311.9873962402344,37599.546875,43.2155647277832
2021-03-18,302.4311218261719,37872.63671875,42.831703186035156
2021-03-19,303.4972229003906,37474.19921875,42.840633392333984
2021-03-22,309.1886291503906,37536.875,42.77813720703125
2021-03-23,307.8398132324219,37183.21875,41.81401824951172
2021-03-24,302.6480712890625,37013.11328125,40.26966094970703
2021-03-25,302.1240234375,37174.2734375,40.474971771240234
2021-03-26,306.6559143066406,37518.97265625,41.662261962890625
2021-03-29,306.56854248046875,37451.8125,41.439090728759766
2021-03-30,305.0255432128906,37872.63671875,41.60870361328125
2021-03-31,309.6933898925781,37769.66796875,41.653343200683594
2021-04-01,314.97247314453125,38114.3671875,42.35857391357422
2021-04-02,314.97247314453125,38539.65625,42.35857391357422
2021-04-05,321.2608947753906,38615.765625,42.39427947998047
2021-04-06,321.0376892089844,38669.484375,42.4746208190918
2021-04-07,321.8140563964844,38763.48828125,41.510501861572266
2021-04-08,325.1716613769531,38727.67578125,42.0550537109375
2021-04-09,327.1416931152344,38544.125,41.53729248046875
2021-04-12,326.7147216796875,38544.125,41.48372268676758
2021-04-13,330.528564453125,38982.84375,41.45694351196289
2021-04-14,326.5594482421875,39251.4453125,41.590850830078125
2021-04-15,331.5086364746094,39287.25390625,41.644412994384766
2021-04-16,331.89678955078125,39264.87109375,41.87651443481445
2021-04-19,328.859375,39260.3984375,41.867591857910156
2021-04-20,326.46240234375,39506.62109375,41.75153732299805
2021-04-21,329.25726318359375,38799.30078125,41.80509948730469
2021-04-22,325.28814697265625,38857.5,41.930076599121094
2021-04-23,329.3833923339844,38879.875,42.48354721069336
2021-04-26,331.5279846191406,39233.5390625,41.84080123901367
2021-04-27,330.091796875,39278.30859375,42.01042175292969
2021-04-28,328.97576904296875,38861.9765625,42.20681381225586
2021-04-29,330.1597595214844,38730.1171875,42.17110824584961
2021-04-30,327.9957275390625,38461.84765625,41.31411361694336
2021-05-03,326.2489318847656,38216.3203125,41.090938568115234
2021-05-04,320.37786865234375,38539.15234375,40.680301666259766
2021-05-05,319.3005676269531,38539.15234375,40.88561248779297
2021-05-06,321.70733642578125,38766.48046875,41.00167465209961
2021-05-07,324.3178405761719,39016.5625,41.108795166015625
2021-05-10,316.1272888183594,39671.3125,39.93935775756836
2021-05-11,315.690673828125,38975.64453125,39.9304313659668
2021-05-12,307.5196533203125,38329.9921875,39.43944549560547
2021-05-13,309.89715576171875,37888.94921875,38.877044677734375
2021-05-14,316.7386169433594,38243.6015625,39.46622085571289
2021-05-17,314.8172607421875,38079.91015625,39.8500862121582
2021-05-18,312.6919860839844,38530.05859375,40.171451568603516
2021-05-19,313.0510559082031,38530.05859375,40.287506103515625
2021-05-20,319.1065368652344,38407.28125,40.68922805786133
2021-05-21,317.3403625488281,38389.09375,40.29643630981445
2021-05-24,322.677734375,38279.97265625,40.24287414550781
2021-05-25,323.1241455078125,38643.7265625,41.198062896728516
2021-05-26,324.249755859375,38566.41796875,41.44801712036133
2021-05-27,323.0367126464844,38498.21484375,41.421241760253906
2021-05-28,324.0557861328125,38734.6640625,41.27840805053711
2021-05-31,324.0557861328125,38884.71484375,41.27840805053711
2021-06-01,322.9785461425781,39107.5,42.35857391357422
2021-06-02,323.6093444824219,39075.67578125,42.18895721435547
2021-06-03,320.2419738769531,39439.421875,41.349822998046875
2021-06-04,325.6763000488281,39289.3828125,41.77831268310547
2021-06-07,326.6468200683594,39430.3203125,41.33197021484375
2021-06-08,326.802001953125,39353.03125,41.13557434082031
2021-06-09,326.879638671875,38907.4375,41.13557434082031
2021-06-10,330.285888671875,39039.30078125,41.360374450683594
2021-06-11,331.1495361328125,39325.75,41.26185607910156
2021-06-14,334.3228759765625,39307.56640625,41.38724136352539
2021-06-15,332.13946533203125,39398.5,40.822998046875
2021-06-16,330.9263916015625,39639.48828125,40.19605255126953
2021-06-17,335.1283264160156,39412.140625,40.76030731201172
2021-06-18,332.49847412109375,39530.35546875,40.805084228515625
2021-06-21,334.5649719238281,39148.41796875,40.79612731933594
2021-06-22,337.68365478515625,39416.6875,40.46474075317383
2021-06-23,337.8488464355469,39621.3046875,40.975250244140625
2021-06-24,339.93768310546875,39771.34375,41.40515899658203
2021-06-25,339.5198974609375,39971.40234375,42.19331359863281
2021-06-28,343.64898681640625,39930.48828125,42.291831970214844
2021-06-29,344.89263916015625,39775.890625,41.97835922241211
2021-06-30,344.34857177734375,39916.84375,41.494720458984375
2021-07-01,344.48455810546875,39684.95703125,41.27976989746094
2021-07-02,348.4388122558594,39634.9375,40.74238586425781
2021-07-05,348.4388122558594,39821.359375,40.74238586425781
2021-07-06,349.9447326660156,40003.23046875,39.60493850708008
2021-07-07,350.68310546875,39753.15625,39.676578521728516
2021-07-08,348.5650939941406,39339.38671875,38.440608978271484
2021-07-09,350.741455078125,38921.078125,39.54224395751953
2021-07-12,352.1112976074219,39271.18359375,39.40789794921875
2021-07-13,352.1112976074219,39603.109375,39.855712890625
2021-07-14,352.7427673339844,39466.70703125,39.685543060302734
2021-07-15,350.2652893066406,39734.97265625,40.0706672668457
2021-07-16,347.4283752441406,39566.73046875,39.766151428222656
2021-07-19,344.5817565917969,39121.12890625,39.237728118896484
2021-07-20,348.58453369140625,38993.8203125,39.040687561035156
2021-07-21,351.2756652832031,38793.77734375,39.1571159362793
2021-07-22,353.5977478027344,39275.73046875,39.31833267211914
2021-07-23,357.72686767578125,39348.48828125,38.31521987915039
2021-07-26,358.0085754394531,38925.62109375,36.26422119140625
2021-07-27,354.0640869140625,38989.2890625,35.073028564453125
2021-07-28,355.42431640625,39107.5,37.18671798706055
2021-07-29,356.0557556152344,39162.140625,36.66725158691406
2021-07-30,354.2001647949219,38684.1015625,36.30900192260742
2021-08-02,354.2292175292969,38866.21875,36.828468322753906
2021-08-03,356.3763732910156,39207.66796875,36.55082702636719
2021-08-04,356.89129638671875,39758.52734375,37.04342269897461
2021-08-05,359.155029296875,39685.6875,36.631431579589844
2021-08-06,357.5810546875,39499.03515625,36.20152282714844
2021-08-09,358.2418212890625,39316.91796875,36.87324905395508
2021-08-10,356.4055480957031,39061.984375,37.27628707885742
2021-08-11,355.79345703125,38711.42578125,37.589759826660156
2021-08-12,357.07586669921875,38556.625,37.01654815673828
2021-08-13,358.3291931152344,37905.59765625,37.034461975097656
2021-08-16,358.4846496582031,37905.59765625,36.41647720336914
2021-08-17,355.3271179199219,37477.65234375,35.39545440673828
2021-08-18,351.9072265625,37664.3046875,35.68205642700195
2021-08-19,353.60748291015625,36913.11328125,34.965553283691406
2021-08-20,357.27032470703125,36553.4609375,34.63416290283203
2021-08-23,362.6136779785156,36881.2421875,35.305885314941406
2021-08-24,363.7213439941406,37582.35546875,36.541866302490234
2021-08-25,364.13909912109375,37700.7265625,36.23734664916992
2021-08-26,361.8268127441406,37418.4609375,35.66415023803711
2021-08-27,365.34381103515625,37395.68359375,35.950740814208984
2021-08-30,369.4438171386719,37486.75,36.004486083984375
2021-08-31,369.1427001953125,38228.83203125,36.66725158691406
2021-09-01,369.7546081542969,38283.46875,37.48228454589844
2021-09-02,369.579833984375,37932.921875,37.079246520996094
2021-09-03,370.716552734375,38178.765625,37.141937255859375
2021-09-06,370.716552734375,38310.78125,37.141937255859375
2021-09-07,371.2411804199219,38083.1484375,38.01966094970703
2021-09-08,369.9490661621094,37750.80859375,37.607669830322266
2021-09-09,368.6763000488281,37081.55859375,37.258365631103516
2021-09-10,365.8782653808594,37254.5625,37.231502532958984
2021-09-13,365.6256103515625,37336.5078125,37.15089797973633
2021-09-14,364.5860900878906,37573.24609375,36.30900192260742
2021-09-15,367.2966613769531,37627.87890625,36.05821990966797
2021-09-16,367.5492858886719,37300.0859375,35.52979278564453
2021-09-17,363.1966857910156,37395.68359375,35.75370407104492
2021-09-20,355.6918640136719,37395.68359375,34.19530487060547
2021-09-21,356.1295166015625,37395.68359375,34.616249084472656
2021-09-22,359.4559631347656,37395.68359375,35.27902603149414
2021-09-23,362.77276611328125,37336.5078125,34.983463287353516
2021-09-24,363.113037109375,37300.0859375,34.24905014038086
2021-09-27,360.2145690917969,37423.0078125,34.74163818359375
2021-09-28,350.0213928222656,36935.86328125,34.78642654418945
2021-09-29,349.4476013183594,36448.7421875,34.53564453125
2021-09-30,348.1636962890625,36598.98046875,34.86703109741211
2021-10-01,350.32293701171875,35916.0859375,34.58938217163086
2021-10-04,342.96978759765625,35916.0859375,33.729576110839844
2021-10-05,347.599609375,35383.4140625,34.20425796508789
2021-10-06,349.8268737792969,34837.08203125,34.052005767822266
2021-10-07,353.0365905761719,35419.83203125,35.44023513793945
2021-10-08,351.2761535644531,35342.4375,35.78057861328125
2021-10-11,348.5819396972656,35342.4375,35.75370407104492
2021-10-12,347.3661804199219,34736.9296875,35.55666732788086
2021-10-13,350.14794921875,35087.4765625,36.27317810058594
2021-10-14,356.5964050292969,35529.1015625,36.10300827026367
2021-10-15,358.84320068359375,35893.31640625,36.45230484008789
2021-10-18,362.45166015625,35779.4921875,36.66725158691406
2021-10-19,365.1944885253906,36079.96875,37.715145111083984
2021-10-20,364.7179260253906,35920.62109375,37.78679656982422
2021-10-21,366.9452209472656,35856.89453125,37.75096893310547
2021-10-22,363.8619689941406,35888.765625,37.795753479003906
2021-10-25,367.587158203125,36075.42578125,37.91218566894531
2021-10-26,368.74462890625,36412.31640625,37.15089797973633
