Date,US_SQQQ_Close,KR_INVERSE_Close,VIX_Close,Interest_Rate
2020-09-21,2732.760498046875,4080.0,27.780000686645508,0.6710000038146973
2020-09-22,2582.564697265625,4275.0,26.860000610351562,0.6639999747276306
2020-09-23,2822.474853515625,4240.0,28.579999923706055,0.6759999990463257
2020-09-24,2779.129638671875,4435.0,28.510000228881836,0.6660000085830688
2020-09-25,2583.572998046875,4390.0,26.3799991607666,0.6589999794960022
2020-09-28,2425.3125,4265.0,26.190000534057617,0.6629999876022339
2020-09-29,2456.5615234375,4200.0,26.270000457763672,0.6449999809265137
2020-09-30,2404.14404296875,4200.0,26.3700008392334,0.6769999861717224
2020-10-01,2291.24462890625,4200.0,26.700000762939453,0.6769999861717224
2020-10-02,2480.754638671875,4200.0,27.6299991607666,0.6959999799728394
2020-10-05,2324.510009765625,4090.0,27.959999084472656,0.7620000243186951
2020-10-06,2449.50537109375,4080.0,29.479999542236328,0.7419999837875366
2020-10-07,2320.477783203125,3995.0,28.059999465942383,0.7850000262260437
2020-10-08,2282.1728515625,3985.0,26.360000610351562,0.7649999856948853
2020-10-09,2179.35400390625,3985.0,25.0,0.7749999761581421
2020-10-12,1977.74853515625,3960.0,25.06999969482422,0.7770000100135803
2020-10-13,1975.7325439453125,3955.0,26.06999969482422,0.7269999980926514
2020-10-14,2025.1259765625,4030.0,26.399999618530273,0.722000002861023
2020-10-15,2068.47119140625,4095.0,26.969999313354492,0.7310000061988831
2020-10-16,2100.72802734375,4135.0,27.40999984741211,0.7440000176429749
2020-10-19,2202.538818359375,4120.0,29.18000030517578,0.7609999775886536
2020-10-20,2186.410400390625,4055.0,29.350000381469727,0.796999990940094
2020-10-21,2193.466064453125,4030.0,28.649999618530273,0.8159999847412109
2020-10-22,2192.45849609375,4090.0,28.110000610351562,0.8479999899864197
2020-10-23,2177.337890625,4060.0,27.549999237060547,0.8410000205039978
2020-10-26,2276.124755859375,4085.0,32.459999084472656,0.8009999990463257
2020-10-27,2223.70703125,4140.0,33.349998474121094,0.777999997138977
2020-10-28,2484.786376953125,4100.0,40.279998779296875,0.781000018119812
2020-10-29,2354.75048828125,4190.0,37.59000015258789,0.8349999785423279
2020-10-30,2523.091064453125,4410.0,38.02000045776367,0.8600000143051147
2020-11-02,2515.02685546875,4290.0,37.130001068115234,0.8489999771118164
2020-11-03,2387.007568359375,4115.0,35.54999923706055,0.8820000290870667
2020-11-04,2064.43896484375,4065.0,29.56999969482422,0.7680000066757202
2020-11-05,1905.1710205078125,3885.0,27.579999923706055,0.7760000228881836
2020-11-06,1898.1143798828125,3860.0,24.860000610351562,0.8199999928474426
2020-11-09,2014.0379638671875,3760.0,25.75,0.9580000042915344
2020-11-10,2120.88818359375,3765.0,24.799999237060547,0.972000002861023
2020-11-11,1979.7647705078125,3635.0,23.450000762939453,0.9580000042915344
2020-11-12,2005.9737548828125,3670.0,25.350000381469727,0.8849999904632568
2020-11-13,1954.564208984375,3595.0,23.100000381469727,0.8930000066757202
2020-11-16,1910.21044921875,3430.0,22.450000762939453,0.906000018119812
2020-11-17,1925.3311767578125,3445.0,22.709999084472656,0.871999979019165
2020-11-18,1970.6923828125,3450.0,23.84000015258789,0.8820000290870667
2020-11-19,1922.307373046875,3445.0,23.110000610351562,0.8539999723434448
2020-11-20,1962.6280517578125,3435.0,23.700000762939453,0.8289999961853027
2020-11-23,1961.6201171875,3275.0,22.65999984741211,0.8569999933242798
2020-11-24,1879.97021484375,3240.0,21.639999389648438,0.8820000290870667
2020-11-25,1843.6812744140625,3280.0,21.25,0.878000020980835
2020-11-26,1843.6812744140625,3210.0,21.25,0.878000020980835
2020-11-27,1794.2877197265625,3195.0,20.84000015258789,0.8420000076293945
2020-11-30,1784.2076416015625,3290.0,20.56999969482422,0.843999981880188
2020-12-01,1712.6376953125,3195.0,20.770000457763672,0.9340000152587891
2020-12-02,1705.58154296875,3080.0,21.170000076293945,0.9480000138282776
2020-12-03,1698.525146484375,3040.0,21.280000686645508,0.9200000166893005
2020-12-04,1677.3568115234375,2930.0,20.790000915527344,0.968999981880188
2020-12-07,1649.1318359375,2900.0,21.299999237060547,0.9279999732971191
2020-12-08,1633.0035400390625,2995.0,20.68000030517578,0.9129999876022339
2020-12-09,1742.878173828125,2870.0,22.270000457763672,0.9409999847412109
2020-12-10,1723.7259521484375,2895.0,22.520000457763672,0.9079999923706055
2020-12-11,1733.80615234375,2850.0,23.309999465942383,0.8930000066757202
2020-12-14,1695.5009765625,2870.0,24.719999313354492,0.8920000195503235
2020-12-15,1643.0838623046875,2875.0,22.889999389648438,0.9229999780654907
2020-12-16,1615.8670654296875,2855.0,22.5,0.9200000166893005
2020-12-17,1582.6021728515625,2855.0,21.93000030517578,0.9300000071525574
2020-12-18,1597.7225341796875,2860.0,21.56999969482422,0.9480000138282776
2020-12-21,1607.802734375,2860.0,25.15999984741211,0.9409999847412109
2020-12-22,1593.6904296875,2955.0,24.229999542236328,0.9179999828338623
2020-12-23,1616.8751220703125,2870.0,23.309999465942383,0.9549999833106995
2020-12-24,1595.70654296875,2750.0,21.530000686645508,0.9279999732971191
2020-12-28,1547.3214111328125,2730.0,21.700000762939453,0.9330000281333923
2020-12-29,1543.2889404296875,2640.0,23.079999923706055,0.9350000023841858
2020-12-30,1543.2889404296875,2510.0,22.770000457763672,0.9259999990463257
2020-12-31,1530.1845703125,2510.0,22.75,0.9169999957084656
2021-01-04,1596.714599609375,2380.0,26.969999313354492,0.9169999957084656
2021-01-05,1557.4013671875,2315.0,25.34000015258789,0.9549999833106995
2021-01-06,1621.9151611328125,2360.0,25.06999969482422,1.0420000553131104
2021-01-07,1500.951904296875,2245.0,22.3700008392334,1.0709999799728394
2021-01-08,1445.510498046875,2040.0,21.559999465942383,1.1050000190734863
2021-01-11,1508.0081787109375,2035.0,24.079999923706055,1.1319999694824219
2021-01-12,1514.0562744140625,2065.0,23.329999923706055,1.1380000114440918
2021-01-13,1485.8314208984375,2040.0,22.209999084472656,1.0880000591278076
2021-01-14,1508.0081787109375,2045.0,23.25,1.128999948501587
2021-01-15,1544.2969970703125,2135.0,24.34000015258789,1.097000002861023
2021-01-18,1544.2969970703125,2240.0,24.34000015258789,1.097000002861023
2021-01-19,1475.751220703125,2115.0,23.239999771118164,1.0920000076293945
2021-01-20,1373.9407958984375,2090.0,21.579999923706055,1.090000033378601
2021-01-21,1338.6595458984375,2030.0,21.31999969482422,1.1089999675750732
2021-01-22,1350.756103515625,2055.0,21.90999984741211,1.090999960899353
2021-01-25,1313.4591064453125,1960.0,23.190000534057617,1.0399999618530273
2021-01-26,1311.44287109375,2070.0,23.020000457763672,1.0399999618530273
2021-01-27,1418.2935791015625,2085.0,37.209999084472656,1.0140000581741333
2021-01-28,1396.1171875,2165.0,30.209999084472656,1.0570000410079956
2021-01-29,1482.807373046875,2275.0,33.09000015258789,1.093000054359436
2021-02-01,1371.9246826171875,2155.0,30.239999771118164,1.0770000219345093
2021-02-02,1307.4107666015625,2090.0,25.559999465942383,1.1050000190734863
2021-02-03,1320.51513671875,2055.0,22.90999984741211,1.13100004196167
2021-02-04,1274.14599609375,2125.0,21.770000457763672,1.1390000581741333
2021-02-05,1261.041748046875,2070.0,20.8700008392334,1.1699999570846558
2021-02-08,1235.8409423828125,2110.0,21.239999771118164,1.159999966621399
2021-02-09,1236.848876953125,2125.0,21.6299991607666,1.156999945640564
2021-02-10,1244.9130859375,2095.0,21.989999771118164,1.1330000162124634
2021-02-11,1224.752685546875,2095.0,21.25,1.1579999923706055
2021-02-12,1205.5999755859375,2095.0,19.969999313354492,1.2000000476837158
2021-02-15,1205.5999755859375,2030.0,19.969999313354492,1.2000000476837158
2021-02-16,1213.6641845703125,2015.0,21.459999084472656,1.2990000247955322
2021-02-17,1231.80859375,2060.0,21.5,1.3009999990463257
2021-02-18,1247.9371337890625,2125.0,22.489999771118164,1.2869999408721924
2021-02-19,1264.065673828125,2080.0,22.049999237060547,1.3450000286102295
2021-02-22,1362.852294921875,2130.0,23.450000762939453,1.3700000047683716
2021-02-23,1373.9407958984375,2130.0,23.110000610351562,1.3619999885559082
2021-02-24,1339.6676025390625,2230.0,21.34000015258789,1.3890000581741333
2021-02-25,1481.7994384765625,2060.0,28.889999389648438,1.5180000066757202
2021-02-26,1459.623046875,2175.0,27.950000762939453,1.4600000381469727
2021-03-01,1329.5875244140625,2175.0,23.350000381469727,1.4459999799728394
2021-03-02,1393.0933837890625,2130.0,24.100000381469727,1.4149999618530273
2021-03-03,1514.0562744140625,2080.0,26.670000076293945,1.4700000286102295
2021-03-04,1588.650390625,2130.0,28.56999969482422,1.5499999523162842
2021-03-05,1516.072509765625,2150.0,24.65999984741211,1.5540000200271606
2021-03-08,1645.099853515625,2185.0,25.469999313354492,1.5959999561309814
2021-03-09,1450.5506591796875,2215.0,24.030000686645508,1.5460000038146973
2021-03-10,1461.6390380859375,2245.0,22.559999465942383,1.5199999809265137
2021-03-11,1359.828369140625,2145.0,21.90999984741211,1.5269999504089355
2021-03-12,1393.0933837890625,2105.0,20.690000534057617,1.6349999904632568
2021-03-15,1348.7398681640625,2135.0,20.030000686645508,1.6069999933242798
2021-03-16,1326.5633544921875,2090.0,19.790000915527344,1.621000051498413
2021-03-17,1310.4349365234375,2130.0,19.229999542236328,1.6410000324249268
2021-03-18,1430.389892578125,2095.0,21.579999923706055,1.7300000190734863
2021-03-19,1412.24560546875,2140.0,20.950000762939453,1.7319999933242798
2021-03-22,1335.6353759765625,2130.0,18.8799991607666,1.684000015258789
2021-03-23,1353.7799072265625,2175.0,20.299999237060547,1.6380000114440918
2021-03-24,1421.3177490234375,2195.0,21.200000762939453,1.6139999628067017
2021-03-25,1428.3741455078125,2175.0,19.809999465942383,1.6139999628067017
2021-03-26,1363.8603515625,2130.0,18.860000610351562,1.659999966621399
2021-03-29,1365.8763427734375,2140.0,20.739999771118164,1.7209999561309814
2021-03-30,1386.0369873046875,2090.0,19.610000610351562,1.7259999513626099
2021-03-31,1322.5313720703125,2105.0,19.399999618530273,1.746000051498413
2021-04-01,1253.9853515625,2065.0,17.329999923706055,1.6790000200271606
2021-04-02,1253.9853515625,2015.0,17.329999923706055,1.6790000200271606
2021-04-05,1180.3992919921875,2005.0,17.90999984741211,1.7200000286102295
2021-04-06,1183.423583984375,2005.0,18.1200008392334,1.656000018119812
2021-04-07,1173.3431396484375,1995.0,17.15999984741211,1.652999997138977
2021-04-08,1136.046142578125,2000.0,16.950000762939453,1.6319999694824219
2021-04-09,1115.8856201171875,2020.0,16.690000534057617,1.6660000085830688
2021-04-12,1120.9259033203125,2020.0,16.90999984741211,1.6749999523162842
2021-04-13,1080.6048583984375,1970.0,16.649999618530273,1.6230000257492065
2021-04-14,1119.91796875,1945.0,16.989999771118164,1.6380000114440918
2021-04-15,1067.50048828125,1935.0,16.56999969482422,1.5299999713897705
2021-04-16,1064.4761962890625,1945.0,16.25,1.5729999542236328
2021-04-19,1094.71728515625,1940.0,17.290000915527344,1.6009999513626099
2021-04-20,1117.90185546875,1920.0,18.68000030517578,1.562000036239624
2021-04-21,1088.6689453125,1990.0,17.5,1.5640000104904175
2021-04-22,1127.9820556640625,1980.0,18.709999084472656,1.5540000200271606
2021-04-23,1085.64501953125,1980.0,17.329999923706055,1.5670000314712524
2021-04-26,1063.468505859375,1945.0,17.639999389648438,1.5700000524520874
2021-04-27,1077.58056640625,1940.0,17.559999465942383,1.621999979019165
2021-04-28,1089.677001953125,1980.0,17.280000686645508,1.6200000047683716
2021-04-29,1076.5726318359375,1990.0,17.610000610351562,1.6399999856948853
2021-04-30,1097.741455078125,2025.0,18.610000610351562,1.63100004196167
2021-05-03,1114.8778076171875,2045.0,18.309999465942383,1.6069999933242798
2021-05-04,1175.359375,2015.0,19.479999542236328,1.5920000076293945
2021-05-05,1187.4554443359375,2015.0,19.149999618530273,1.5839999914169312
2021-05-06,1161.2470703125,1990.0,18.389999389648438,1.5609999895095825
2021-05-07,1132.0142822265625,1960.0,16.690000534057617,1.5770000219345093
2021-05-10,1217.696533203125,1895.0,19.65999984741211,1.6019999980926514
2021-05-11,1221.7283935546875,1965.0,21.84000015258789,1.6239999532699585
2021-05-12,1316.4830322265625,2025.0,27.59000015258789,1.6950000524520874
2021-05-13,1287.2503662109375,2075.0,23.1299991607666,1.6679999828338623
2021-05-14,1202.5760498046875,2030.0,18.809999465942383,1.6349999904632568
2021-05-17,1223.7447509765625,2050.0,19.719999313354492,1.6399999856948853
2021-05-18,1247.9371337890625,2005.0,21.34000015258789,1.6419999599456787
2021-05-19,1243.9049072265625,2005.0,22.18000030517578,1.6829999685287476
2021-05-20,1171.3272705078125,2015.0,20.670000076293945,1.6339999437332153
2021-05-21,1190.4796142578125,2015.0,20.149999618530273,1.6319999694824219
2021-05-24,1129.998046875,2030.0,18.399999618530273,1.6080000400543213
2021-05-25,1124.9580078125,1990.0,18.84000015258789,1.5640000104904175
2021-05-26,1113.86962890625,1995.0,17.360000610351562,1.5740000009536743
2021-05-27,1126.9739990234375,2000.0,16.739999771118164,1.6100000143051147
2021-05-28,1115.8856201171875,1975.0,16.760000228881836,1.5809999704360962
2021-05-31,1115.8856201171875,1965.0,16.760000228881836,1.5809999704360962
2021-06-01,1126.9739990234375,1935.0,17.899999618530273,1.6150000095367432
2021-06-02,1120.9259033203125,1940.0,17.479999542236328,1.590999960899353
2021-06-03,1156.2066650390625,1900.0,18.040000915527344,1.625
2021-06-04,1095.7252197265625,1915.0,16.420000076293945,1.559999942779541
2021-06-07,1086.65283203125,1905.0,16.420000076293945,1.569000005722046
2021-06-08,1085.64501953125,1910.0,17.06999969482422,1.527999997138977
2021-06-09,1083.62890625,1950.0,17.889999389648438,1.4889999628067017
2021-06-10,1049.35595703125,1935.0,16.100000381469727,1.4589999914169312
2021-06-11,1041.2918701171875,1910.0,15.649999618530273,1.4620000123977661
2021-06-14,1012.0588989257812,1910.0,16.389999389648438,1.5010000467300415
